Relatório de Anúncios de Produto - Shopee Brasil,,,,,,,,,,,,,,,,,,,,,,,
Nome de Usuário,,,,,,,,,,,,,,,,,,,,,,,
Nome da loja,,,,,,,,,,,,,,,,,,,,,,,
ID da Loja,,,,,,,,,,,,,,,,,,,,,,,
Nome do Produto / Anúncio,Kit 3 Sutiã Amamentação Renda Sem Bojo Reforçado Gestante Pós Parto,,,,,,,,,,,,,,,,,,,,,,
ID do Produto,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data de Criação do Relatório,,,,,,,,,,,,,,,,,,,,,,,
Período,04/05/2024 - 10/05/2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Busca,,,,,,,,,,,,,,,,,,,,,,,
#,Palavras-chave,Tipo de combinação,Consulta de pesquisa,Método de Lance,Impressão,Cliques,CTR,Conversões,Conversões Diretas,Taxa de Conversão,Taxa de Conversão Direta,Custo por Conversão,Custo por Conversão Direta,Itens Vendidos,Itens Vendidos Diretos,VBM,Receita direta,Despesas,Posicionamento Médio,ROAS,ROAS Direto,ACOS,ACOS Direto
420,amamentação,Correspondência Ampla,pos parto,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,37,0.00,0.00,0.00%,0.00%
421,maternidade,Correspondência Ampla,camisola pós parto algodão,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
422,amamentação,Correspondência Ampla,sutia de amamentação reforçado,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
423,amamentação,Correspondência Ampla,calcinha pós parto cintura alta,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
424,maternidade,Correspondência Ampla,kit quarto bebê,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
425,maternidade,Correspondência Ampla,kit para bebê,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
426,maternidade,Correspondência Ampla,moda gestante roupas para grávidas,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,30,0.00,0.00,0.00%,0.00%
427,amamentação,Correspondência Ampla,sutian de amamentação plus size com bojo,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
428,maternidade,Correspondência Ampla,look gestante,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
429,gestante,Correspondência Ampla,sutiã de gestante,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
430,gestante,Correspondência Ampla,sutiã g,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
431,gestante,Correspondência Ampla,calcinha pra gestante,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,31,0.00,0.00,0.00%,0.00%
432,gestante,Correspondência Ampla,vestido gestante fotos,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
433,maternidade,Correspondência Ampla,vestido de gestante soltinho,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
434,amamentação,Correspondência Ampla,sitia amamentação,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
435,amamentação,Correspondência Ampla,soutien de amamentar,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
436,gestante,Correspondência Ampla,camisola plus size,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,44,0.00,0.00,0.00%,0.00%
437,maternidade,Correspondência Ampla,kit gestante,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
438,gestante,Correspondência Ampla,sutiã com fivela,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
439,amamentação,Correspondência Ampla,3 sutiã amamentação,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
440,maternidade,Correspondência Ampla,baju maternal,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
441,amamentação,Correspondência Ampla,sutiã amamentação plus verde,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
442,amamentação,Correspondência Ampla,sutiã amamentação simone,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
443,gestante,Correspondência Ampla,zee rucci,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
444,maternidade,Correspondência Ampla,lingerie sexy erotico,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
445,amamentação,Correspondência Ampla,camisola de amamentação de algodão,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
446,amamentação,Correspondência Ampla,sutian de amamentação plus size,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
447,amamentação,Correspondência Ampla,sutiã amamentação pós parto,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
448,gestante,Correspondência Ampla,sutiã demillus,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,33,0.00,0.00,0.00%,0.00%
449,gestante,Correspondência Ampla,calcinha pós parto,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
450,amamentação,Correspondência Ampla,sutiã e calcinha pós parto,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
451,gestante,Correspondência Ampla,calcinha de gestante,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
452,maternidade,Correspondência Ampla,conjunto calcinha e sutiã,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,47,0.00,0.00,0.00%,0.00%
453,amamentação,Correspondência Ampla,sutiã   amamentacao,Lance Manual,6,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
454,maternidade,Correspondência Ampla,pra gestante,Lance Manual,5,2,40.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.30,36,0.00,0.00,0.00%,0.00%
455,amamentação,Correspondência Ampla,sutian amamentação com bojo nunero 50,Lance Manual,5,2,40.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.30,1,0.00,0.00,0.00%,0.00%
456,gestante,Correspondência Ampla,kit 3 sutiã renda reforçado gestant,Lance Manual,5,1,20.00%,1,1,100.00%,100.00%,0.12,0.12,1,1,39.90,39.90,0.12,10,332.50,332.50,0.30%,0.30%
457,amamentação,Correspondência Ampla,sitiem amamentação,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,5,0.00,0.00,0.00%,0.00%
458,amamentação,Correspondência Ampla,sutiam amamentacao,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,3,0.00,0.00,0.00%,0.00%
459,amamentação,Correspondência Ampla,súltima amamentação,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,4,0.00,0.00,0.00%,0.00%
460,amamentação,Correspondência Ampla,sutia amamentação reforçado,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,7,0.00,0.00,0.00%,0.00%
461,amamentação,Correspondência Ampla,sutia amamentação com bojo plus size,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,14,0.00,0.00,0.00%,0.00%
462,maternidade,Correspondência Ampla,roupa pra gestante vestidos,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,17,0.00,0.00,0.00%,0.00%
463,amamentação,Correspondência Ampla,sutiã amamentar com bojo,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,3,0.00,0.00,0.00%,0.00%
464,amamentação,Correspondência Ampla,sutiã de bojo amamentação que não amassa,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,3,0.00,0.00,0.00%,0.00%
465,amamentação,Correspondência Ampla,sutia amamentação del rio,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,6,0.00,0.00,0.00%,0.00%
466,amamentação,Correspondência Ampla,blusinha de amamentação,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,11,0.00,0.00,0.00%,0.00%
467,amamentação,Correspondência Ampla,baby doll amamentação plus size,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,14,0.00,0.00,0.00%,0.00%
468,amamentação,Correspondência Ampla,sutiã amamentação 100 %algodão,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,3,0.00,0.00,0.00%,0.00%
469,amamentação,Correspondência Ampla,sutia amamentação sem bojo,Lance Manual,5,1,20.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.15,9,0.00,0.00,0.00%,0.00%
470,amamentação,Correspondência Ampla,amamentacao,Lance Manual,5,0,0.00%,2,1,0.00%,0.00%,0.00,0.00,2,1,59.80,39.90,0.00,9,0.00,0.00,0.00%,0.00%
471,amamentação,Correspondência Ampla,kit sutian de amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
472,amamentação,Correspondência Ampla,sutiã sem fio,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
473,maternidade,Correspondência Ampla,roupas de gestantes vestidos,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
474,amamentação,Correspondência Ampla,sutia amamentação plus,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
475,amamentação,Correspondência Ampla,vestido transpasse amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
476,gestante,Correspondência Ampla,lingerie plus size,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
477,gestante,Correspondência Ampla,sutiã plus size,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,31,0.00,0.00,0.00%,0.00%
478,maternidade,Correspondência Ampla,bebe enxoval,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,45,0.00,0.00,0.00%,0.00%
479,amamentação,Correspondência Ampla,calcinha e sutiã amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
480,maternidade,Correspondência Ampla,lagerie feminino,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,43,0.00,0.00,0.00%,0.00%
481,amamentação,Correspondência Ampla,sutiã amamentação zee rucci com bojo,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
482,maternidade,Correspondência Ampla,pijama de maternidade,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
483,amamentação,Correspondência Ampla,pijama de amamentação pós parto inverno,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
484,amamentação,Correspondência Ampla,sutiã de amamentação sem costura,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
485,amamentação,Correspondência Ampla,macacão de amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
486,amamentação,Correspondência Ampla,camisola pós parto amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,48,0.00,0.00,0.00%,0.00%
487,maternidade,Correspondência Ampla,enxoval para bebê menino,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
488,amamentação,Correspondência Ampla,sutia amamentação kit,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
489,maternidade,Correspondência Ampla,camisola longa cetim,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
490,maternidade,Correspondência Ampla,conjunto para gestante,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
491,maternidade,Correspondência Ampla,kit para bebe,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,56,0.00,0.00,0.00%,0.00%
492,amamentação,Correspondência Ampla,kit calcinha e sutiã amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
493,amamentação,Correspondência Ampla,camisolas amamentação para maternidade,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,46,0.00,0.00,0.00%,0.00%
494,amamentação,Correspondência Ampla,amamentação plus size,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
495,maternidade,Correspondência Ampla,kit maternidade para mãe,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,40,0.00,0.00,0.00%,0.00%
496,amamentação,Correspondência Ampla,sutiã amamentação delrio,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
497,maternidade,Correspondência Ampla,vestidos para gestante,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,45,0.00,0.00,0.00%,0.00%
498,maternidade,Correspondência Ampla,pijama  feminino,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
499,maternidade,Correspondência Ampla,kit de comer para bebê,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
500,amamentação,Correspondência Ampla,sutiã amamentação com bojo p,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
501,amamentação,Correspondência Ampla,pijama para amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,59,0.00,0.00,0.00%,0.00%
502,maternidade,Correspondência Ampla,camisola gestante amamentacao,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,64,0.00,0.00,0.00%,0.00%
503,maternidade,Correspondência Ampla,camisola com botão,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,55,0.00,0.00,0.00%,0.00%
504,amamentação,Correspondência Ampla,kit pós parto mãe,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,41,0.00,0.00,0.00%,0.00%
505,maternidade,Correspondência Ampla,legging para gestante,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
506,maternidade,Correspondência Ampla,saída de maternidade recém-nascido,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
507,maternidade,Correspondência Ampla,enchoval de bebe,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
508,gestante,Correspondência Ampla,pijama pós parto inverno,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
509,amamentação,Correspondência Ampla,sitian sem costura de amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
510,amamentação,Correspondência Ampla,sutiã sustentação reforçado,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
511,amamentação,Correspondência Ampla,roupa para amamentar,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
512,amamentação,Correspondência Ampla,soutien sem bojo,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
513,maternidade,Correspondência Ampla,pijama de grávida,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,34,0.00,0.00,0.00%,0.00%
514,maternidade,Correspondência Ampla,camisola de algodão,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
515,maternidade,Correspondência Ampla,kit mãe maternidade,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
516,amamentação,Correspondência Ampla,kit camisola e sutiã amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,55,0.00,0.00,0.00%,0.00%
517,maternidade,Correspondência Ampla,kit maternidade mãe,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
518,maternidade,Correspondência Ampla,conjunto de gestante,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
519,amamentação,Correspondência Ampla,camisola para amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
520,gestante,Correspondência Ampla,sutiã sem aro,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
521,maternidade,Correspondência Ampla,bebê quarto,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
522,amamentação,Correspondência Ampla,vestido amamentação e sutiã amamentação enchimento,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
523,maternidade,Correspondência Ampla,coisas para gestante,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
524,amamentação,Correspondência Ampla,chutian de amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
525,amamentação,Correspondência Ampla,sutiã del rio amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
526,maternidade,Correspondência Ampla,pijama feminino para maternidade,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
527,maternidade,Correspondência Ampla,lingerie branca,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
528,amamentação,Correspondência Ampla,sutiã bomba,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
529,maternidade,Correspondência Ampla,kit mamãe maternidade,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
530,amamentação,Correspondência Ampla,surtia amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
531,maternidade,Correspondência Ampla,conjunto de calcinha e sutiã com bojo,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,35,0.00,0.00,0.00%,0.00%
532,amamentação,Correspondência Ampla,sutiã amamentação com bojo kit,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
533,maternidade,Correspondência Ampla,saída maternidade da mãe,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
534,gestante,Correspondência Ampla,sutiã lovito,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
535,maternidade,Correspondência Ampla,enjoval bebe recém nascido,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
536,amamentação,Correspondência Ampla,sutiã para amamentação com bojo,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
537,maternidade,Correspondência Ampla,enxoval bebê menino,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
538,amamentação,Correspondência Ampla,kit sutia amamentação com bojo,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
539,amamentação,Correspondência Ampla,camisolas para amamentar,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
540,maternidade,Correspondência Ampla,kit camisola,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,35,0.00,0.00,0.00%,0.00%
541,amamentação,Correspondência Ampla,sutiã de alta sustentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
542,amamentação,Correspondência Ampla,kit de amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
543,amamentação,Correspondência Ampla,kit de sutian amamentação feminina,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
544,maternidade,Correspondência Ampla,gravida,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
545,amamentação,Correspondência Ampla,sutiãs amamentação com bojo,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
546,maternidade,Correspondência Ampla,pijama de renda,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
547,maternidade,Correspondência Ampla,presente para gestante,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
548,amamentação,Correspondência Ampla,sutia amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
549,amamentação,Correspondência Ampla,situam de amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
550,amamentação,Correspondência Ampla,sutiã amamentação com bojo e aro,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
551,amamentação,Correspondência Ampla,blusa que facilita a amamentação,Lance Manual,5,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
